"","international.plan","voice.mail.plan","number.vmail.messages","number.customer.service.calls","total.charge","charge_category","minutes_category","Avg_Min_call","Churn"
"1601","1","2",1.44280303123556,"0",-0.0497076777622148,"2","3","2","1"
"1602","2","1",-0.567533059487881,"0",2.16489358944321,"4","3","3","2"
"1603","2","2",0.822347020078415,"3",1.00768784026983,"3","3","2","1"
"1604","1","2",1.98404736335341,"2",-1.28201815531918,"2","2","2","1"
"1605","1","1",-0.567533059487881,"3",-0.831389785017675,"2","2","3","1"
"1606","1","1",-0.567533059487881,"1",-0.65845126571337,"2","2","2","1"
"1607","1","1",-0.567533059487881,"0",1.15196797637513,"3","3","3","1"
"1608","1","2",0.901558699117711,"3",-0.900565192739398,"2","2","2","1"
"1609","1","2",1.36548241236158,"2",1.02349936203479,"3","3","3","1"
"1610","1","1",-0.567533059487881,"0",0.507648464452804,"3","3","3","1"
"1611","2","1",-0.567533059487881,"4",0.982982337512067,"3","3","3","1"
"1612","1","2",0.97887931799169,"0",-1.68323552010517,"2","2","2","1"
"1613","1","1",-0.567533059487881,"2",0.353486127244394,"3","3","3","1"
"1614","1","1",-0.567533059487881,"3",0.21711175202157,"3","3","2","1"
"1615","1","1",-0.567533059487881,"1",1.72711208057574,"3","3","3","2"
"1616","1","1",-0.567533059487881,"2",-0.00128489235700979,"2","3","4","1"
"1617","1","1",-0.567533059487881,"0",0.0995135588946429,"3","3","3","1"
"1618","2","1",-0.567533059487881,"0",-0.585322977550407,"2","2","2","1"
"1619","1","2",2.44797107659728,"1",0.0402203522760237,"2","2","2","1"
"1620","1","1",-0.567533059487881,"4",-1.22865426936242,"2","2","2","2"
"1621","1","2",2.13868860110137,"0",0.477013641033184,"3","2","2","1"
"1622","1","2",1.05619993686567,"0",0.516835980002354,"1","1","1","1"
"1623","1","1",-0.567533059487881,"1",0.160783205733882,"3","2","2","1"
"1624","1","1",-0.567533059487881,"1",-0.207822895411866,"2","2","2","1"
"1625","1","1",-0.567533059487881,"2",0.64698750000656,"3","2","2","1"
"1626","1","2",2.3706504577233,"0",1.91586212164501,"3","4","3","1"
"1627","1","1",-0.567533059487881,"1",0.00464442830485304,"2","2","2","1"
"1628","1","1",-0.567533059487881,"2",-0.233516618279934,"2","2","2","1"
"1629","1","1",-0.567533059487881,"1",-1.77711643058465,"2","2","2","1"
"1630","1","1",-0.567533059487881,"2",-0.433137080562618,"2","3","2","1"
"1631","1","1",-0.567533059487881,"2",0.556071249858009,"3","2","2","1"
"1632","1","1",-0.567533059487881,"2",-0.224622637287141,"2","2","2","1"
"1633","1","1",-0.567533059487881,"0",-0.258222121037692,"2","2","2","1"
"1634","1","1",-0.567533059487881,"0",0.438473056731082,"3","3","3","1"
"1635","1","1",-0.567533059487881,"2",0.142007023637987,"3","3","2","1"
"1636","1","1",-0.567533059487881,"4",-0.69205074946392,"2","2","2","2"
"1637","1","2",1.6747648878575,"1",0.653905040778732,"3","3","3","1"
"1638","1","1",-0.567533059487881,"2",1.02745224247603,"3","3","3","1"
"1639","1","1",-0.567533059487881,"6",-0.689086089132991,"2","2","3","2"
"1640","1","1",-0.567533059487881,"2",-0.723673792993852,"2","2","2","1"
"1641","1","1",-0.567533059487881,"3",0.531365747100251,"3","3","3","1"
"1642","2","1",-0.567533059487881,"1",0.846607962289244,"3","3","3","1"
"1643","1","1",-0.567533059487881,"1",-2.43724746427194,"1","2","2","1"
"1644","1","1",-0.567533059487881,"3",-0.585322977550407,"2","3","3","1"
"1645","1","1",-0.567533059487881,"1",-0.320479987987241,"2","2","3","1"
"1646","1","2",2.21600921997535,"3",2.37428143841898,"4","4","3","1"
"1647","1","1",-0.567533059487881,"0",1.75873512410567,"3","3","2","2"
"1648","1","1",-0.567533059487881,"1",0.0659140751440925,"3","2","3","1"
"1649","1","1",-0.567533059487881,"0",0.471084320371322,"3","3","3","1"
"1650","1","1",-0.567533059487881,"0",-2.06666492290557,"1","2","2","1"
"1651","1","2",1.82940612560545,"1",1.23794312597213,"3","3","3","1"
"1652","2","1",-0.567533059487881,"1",-0.104059783829282,"2","2","2","2"
"1653","1","2",1.21084117461363,"1",1.2250962645381,"3","3","3","1"
"1654","2","1",-0.567533059487881,"1",-0.838307325789848,"2","2","2","2"
"1655","1","2",0.360314366999861,"1",-2.18623955625312,"1","2","2","1"
"1656","1","1",-0.567533059487881,"3",-0.607063819977234,"2","2","3","1"
"1657","1","2",1.59744426898352,"1",-0.618922461300958,"2","3","2","1"
"1658","1","1",-0.567533059487881,"2",-1.21284274759746,"2","2","2","1"
"1659","1","1",-0.567533059487881,"2",-0.238457718831485,"2","2","3","1"
"1660","1","2",2.21600921997535,"0",-0.225610857397451,"2","2","2","1"
"1661","1","1",-0.567533059487881,"3",0.83771398129645,"3","2","3","1"
"1662","1","2",2.3706504577233,"1",0.700351385963316,"3","3","2","1"
"1663","2","1",-0.567533059487881,"5",-0.734544214207265,"2","2","2","2"
"1664","1","1",-0.567533059487881,"1",0.0935842382327808,"3","3","2","1"
"1665","1","2",1.98404736335341,"2",0.15090100463078,"3","2","3","1"
"1666","1","2",1.82940612560545,"3",-0.685133208691748,"2","2","2","1"
"1667","1","1",-0.567533059487881,"2",0.419696874635185,"3","3","4","1"
"1668","1","1",-0.567533059487881,"0",-0.342220830414069,"2","2","2","1"
"1669","1","1",-0.567533059487881,"1",-0.475630545305962,"2","2","2","1"
"1670","1","2",2.13868860110137,"1",0.878231005819173,"3","3","3","1"
"1671","1","2",1.2881617934876,"1",-0.765179037626885,"2","2","3","1"
"1672","1","1",-0.567533059487881,"2",0.373250529450601,"3","3","3","1"
"1673","1","1",-0.567533059487881,"2",0.0886431376812295,"3","2","3","1"
"1674","1","1",-0.567533059487881,"5",0.458237458937288,"3","3","3","1"
"1675","2","1",-0.567533059487881,"1",1.35850597942999,"3","3","3","2"
"1676","1","1",-0.567533059487881,"0",-0.360997012509965,"2","2","3","1"
"1677","1","1",-0.567533059487881,"2",-1.28695925587073,"2","2","2","1"
"1678","1","1",-0.567533059487881,"1",-0.0566252185343871,"2","2","3","1"
"1679","1","1",-0.567533059487881,"1",-0.0645309794168695,"2","3","3","1"
"1680","1","1",-0.567533059487881,"0",2.11747976532675,"4","4","3","2"
"1681","1","1",-0.567533059487881,"2",0.0846902572399876,"3","2","2","1"
"1682","1","1",-0.567533059487881,"1",-0.326409308649103,"2","3","2","1"
"1683","1","2",1.6747648878575,"1",-0.78000233928154,"2","2","3","1"
"1684","1","2",1.75208550673147,"2",0.799173396994348,"3","3","2","1"
"1685","1","1",-0.567533059487881,"2",-1.94610206944771,"1","2","2","1"
"1686","1","1",-0.567533059487881,"3",-1.12587937789015,"2","2","2","1"
"1687","1","2",2.52529169547126,"2",1.31601251468664,"3","3","4","1"
"1688","1","1",-0.567533059487881,"3",-2.24012241636181,"1","1","2","1"
"1689","1","1",-0.567533059487881,"3",-2.0310889989344,"1","2","2","1"
"1690","1","2",2.44797107659728,"1",-1.2652184134439,"2","2","3","1"
"1691","1","2",0.592276223621797,"1",0.93258311188624,"3","3","2","1"
"1692","1","1",-0.567533059487881,"2",1.59370236568384,"3","3","3","2"
"1693","1","1",-0.567533059487881,"1",1.53045627862398,"3","3","3","2"
"1694","1","2",1.52012365010954,"1",0.653905040778732,"3","3","2","1"
"1695","1","1",-0.567533059487881,"7",-0.666357026595853,"2","2","3","2"
"1696","1","1",-0.567533059487881,"2",0.811032038318071,"3","3","3","1"
"1697","1","1",-0.567533059487881,"1",0.441437717062013,"3","2","2","1"
"1698","1","1",-0.567533059487881,"1",-0.0437783571003527,"2","2","2","1"
"1699","1","1",-0.567533059487881,"0",0.364356548457808,"3","3","3","1"
"1700","1","1",-0.567533059487881,"4",0.124219061652402,"3","2","2","1"
"1701","1","2",1.90672674447943,"2",-0.131729946917971,"2","2","2","1"
"1702","1","1",-0.567533059487881,"2",2.42874835889606,"4","3","4","2"
"1703","1","1",-0.567533059487881,"4",-0.672286347257715,"2","2","3","2"
"1704","1","2",1.44280303123556,"2",-0.103071563718972,"2","2","2","1"
"1705","1","1",-0.567533059487881,"1",1.66386599351588,"3","3","3","2"
"1706","1","2",1.6747648878575,"3",0.458237458937288,"3","2","2","1"
"1707","1","1",-0.567533059487881,"1",1.22707270475871,"3","3","2","1"
"1708","1","1",-0.567533059487881,"5",-1.26027731289235,"2","2","2","2"
"1709","1","2",1.21084117461363,"4",-0.0793542810715241,"2","2","2","1"
"1710","1","1",-0.567533059487881,"3",0.631175978241594,"3","3","4","1"
"1711","1","1",-0.567533059487881,"2",0.347556806582533,"3","3","3","1"
"1712","2","2",0.746917461369754,"0",0.319886643493845,"3","2","2","1"
"1713","1","1",-0.567533059487881,"4",-0.146553248572626,"2","2","2","1"
"1714","1","1",-0.567533059487881,"5",-0.991481442887947,"2","2","3","2"
"1715","1","1",-0.567533059487881,"3",-0.270080762361416,"2","2","3","1"
"1716","1","2",2.21600921997535,"0",-0.699956510346403,"2","2","2","1"
"1717","1","2",1.36548241236158,"1",-0.374832094054308,"2","2","3","1"
"1718","1","1",-0.567533059487881,"1",-0.534923751924582,"2","2","2","1"
"1719","2","1",-0.567533059487881,"2",1.47808061277754,"3","3","3","2"
"1720","1","1",-0.567533059487881,"2",-0.262175001478933,"2","2","2","1"
"1721","1","1",-0.567533059487881,"1",-0.552711713910166,"2","2","2","1"
"1722","1","1",-0.567533059487881,"1",0.262569877095845,"3","3","2","1"
"1723","1","1",-0.567533059487881,"1",-1.91447902591778,"2","2","2","1"
"1724","1","1",-0.567533059487881,"2",0.321863083714464,"3","3","3","1"
"1725","1","1",-0.567533059487881,"1",-2.05184162125092,"1","2","2","1"
"1726","1","1",-0.567533059487881,"2",-0.369890993502758,"2","3","2","1"
"1727","1","1",-0.567533059487881,"1",-0.684144988581439,"2","2","2","1"
"1728","1","1",-0.567533059487881,"1",-1.36305220436463,"2","2","3","1"
"1729","1","2",1.21084117461363,"4",-0.245375259603658,"2","2","3","1"
"1730","1","2",2.21600921997535,"2",-1.7247407647382,"2","2","2","1"
"1731","1","1",-0.567533059487881,"2",-0.485512746409065,"2","3","3","1"
"1732","1","1",-0.567533059487881,"0",2.06014225775031,"4","4","3","2"
"1733","1","2",-0.567533059487881,"3",-0.448948602327583,"2","3","2","1"
"1734","1","1",-0.567533059487881,"0",-0.359020572289344,"2","3","3","1"
"1735","1","1",-0.567533059487881,"1",0.610423355925076,"3","3","3","1"
"1736","1","1",-0.567533059487881,"0",-0.957881959137396,"2","2","3","1"
"1737","1","1",-0.567533059487881,"1",1.69351259682518,"3","3","2","2"
"1738","1","1",-0.567533059487881,"0",-0.5655585753442,"2","2","3","1"
"1739","1","2",1.36548241236158,"0",0.553106589527078,"3","3","3","1"
"1740","1","1",-0.567533059487881,"2",2.06113047786062,"4","3","2","2"
"1741","1","2",1.82940612560545,"0",-0.301703805891345,"2","2","2","1"
"1742","1","1",-0.567533059487881,"3",1.37234106097433,"3","3","3","1"
"1743","1","1",-0.567533059487881,"1",-2.0409712000375,"1","2","2","1"
"1744","1","1",-0.567533059487881,"1",1.40890520505581,"3","3","3","1"
"1745","1","2",1.44280303123556,"0",1.58480838469105,"3","3","3","1"
"1746","1","1",-0.567533059487881,"0",0.453296358385737,"3","2","2","1"
"1747","1","1",-0.567533059487881,"1",0.351509687023774,"3","3","2","2"
"1748","1","1",-0.567533059487881,"1",-0.614969580859716,"2","2","2","1"
"1749","1","2",1.21084117461363,"1",0.816961358979933,"3","3","2","1"
"1750","1","1",-0.567533059487881,"3",-0.75134395608254,"2","2","2","1"
"1751","1","1",-0.567533059487881,"1",-1.20888986715622,"2","2","2","2"
"1752","1","1",-0.567533059487881,"1",0.46416677959915,"3","3","3","1"
"1753","2","1",-0.567533059487881,"0",-0.584334757440096,"2","2","3","2"
"1754","1","1",-0.567533059487881,"2",-0.517135789938995,"2","2","2","1"
"1755","2","1",-0.567533059487881,"2",0.390050271325876,"3","3","2","2"
"1756","2","2",0.592276223621797,"1",-0.826448684466124,"2","2","2","1"
"1757","2","2",2.44797107659728,"1",-1.49152081870497,"2","2","2","1"
"1758","2","1",-0.567533059487881,"2",-0.322456428207862,"2","2","2","1"
"1759","1","1",-0.567533059487881,"0",0.867360584605758,"3","3","3","1"
"1760","1","2",2.13868860110137,"0",0.689480964749903,"3","3","3","1"
"1761","1","1",-0.567533059487881,"2",0.921712690672827,"3","3","3","1"
"1762","1","2",1.59744426898352,"1",1.34467089788564,"3","3","2","1"
"1763","1","1",-0.567533059487881,"0",-0.365938113061517,"2","2","2","1"
"1764","1","2",2.67993293321922,"1",0.285298939632983,"3","3","3","1"
"1765","1","1",-0.567533059487881,"0",1.63817227064781,"3","3","3","2"
"1766","1","1",-0.567533059487881,"4",-0.887718331305364,"2","2","2","2"
"1767","1","1",-0.567533059487881,"2",-0.571487896006063,"2","2","2","1"
"1768","1","2",0.514955604747818,"2",-0.604099159646303,"2","2","2","1"
"1769","2","1",-0.567533059487881,"2",-0.892659431856916,"2","2","2","2"
"1770","1","1",-0.567533059487881,"2",0.310992662501052,"3","2","3","1"
"1771","1","1",-0.567533059487881,"0",-0.000296672246698967,"2","3","2","1"
"1772","1","2",2.44797107659728,"2",-1.13773801921387,"2","2","2","1"
"1773","1","1",-0.567533059487881,"1",-0.730591333766023,"2","2","2","1"
"1774","2","2",2.52529169547126,"1",0.458237458937288,"3","3","3","1"
"1775","1","1",-0.567533059487881,"1",1.06994570721937,"3","3","3","1"
"1776","1","2",1.2881617934876,"0",1.94550872495432,"3","3","3","1"
"1777","1","1",-0.567533059487881,"0",0.260593436875225,"3","3","2","1"
"1778","1","1",-0.567533059487881,"3",1.49883323509405,"3","3","3","2"
"1779","1","2",2.44797107659728,"2",-1.21481918781808,"2","2","2","1"
"1780","1","1",-0.567533059487881,"1",0.289251820074224,"3","3","2","1"
"1781","1","1",-0.567533059487881,"1",-0.0882482620643173,"2","3","3","1"
"1782","1","2",1.05619993686567,"1",0.272452078198948,"3","2","2","1"
"1783","1","1",-0.567533059487881,"1",0.0481261131585075,"2","2","3","1"
"1784","1","2",1.6747648878575,"1",-1.24940689167894,"2","2","2","1"
"1785","2","1",-0.567533059487881,"0",-0.0141317537910435,"2","3","3","2"
"1786","1","2",1.6747648878575,"2",-0.47167766486472,"2","3","2","1"
"1787","1","1",-0.567533059487881,"0",-0.448948602327583,"2","3","2","1"
"1788","1","2",1.82940612560545,"1",0.512589565004357,"3","3","3","1"
"1789","1","2",2.06136798222739,"1",-0.217705096514968,"2","2","2","1"
"1790","1","1",-0.567533059487881,"0",-0.81162538281147,"2","2","2","1"
"1791","1","1",-0.567533059487881,"2",0.24577013522057,"3","3","2","1"
"1792","1","1",-0.567533059487881,"1",-0.682168548360819,"2","2","2","1"
"1793","1","1",-0.567533059487881,"0",-0.814590043142401,"2","2","2","1"
"1794","1","1",-0.567533059487881,"1",0.567929891181734,"3","3","3","1"
"1795","1","1",-0.567533059487881,"1",2.02258989355852,"3","3","3","2"
"1796","1","2",1.6747648878575,"1",0.0481261131585068,"2","2","2","1"
"1797","1","1",-0.567533059487881,"1",-1.02903380707974,"2","2","2","1"
"1798","1","2",0.203628882451776,"0",-0.578405436778234,"2","2","2","1"
"1799","1","1",-0.567533059487881,"1",0.90392472868724,"3","3","3","1"
"1800","1","1",-0.567533059487881,"1",-1.17627860351598,"2","2","2","1"
"1801","1","1",-0.567533059487881,"0",1.22015516398654,"3","3","3","1"
"1802","1","1",-0.567533059487881,"2",0.156830325292641,"3","3","2","1"
"1803","1","2",2.21600921997535,"5",1.1104627317421,"3","2","2","1"
"1804","1","1",-0.567533059487881,"1",0.419696874635186,"3","3","3","1"
"1805","2","1",-0.567533059487881,"0",0.045161452827575,"2","3","2","2"
"1806","1","1",-0.567533059487881,"3",0.86933702482638,"3","3","3","1"
"1807","1","1",-0.567533059487881,"0",0.387085610994946,"3","2","2","1"
"1808","1","1",-0.567533059487881,"3",0.0402203522760237,"2","2","2","1"
"1809","1","1",-0.567533059487881,"3",1.06994570721937,"3","3","3","1"
"1810","1","1",-0.567533059487881,"1",0.163747866064813,"3","3","2","1"
"1811","1","1",-0.567533059487881,"0",0.732962649603557,"3","3","2","1"
"1812","1","1",-0.567533059487881,"3",-0.678215667919577,"2","2","2","1"
"1813","2","1",-0.567533059487881,"1",1.4168109659383,"3","3","2","1"
"1814","1","1",-0.567533059487881,"0",-0.360008792399655,"2","2","2","1"
"1815","1","1",-0.567533059487881,"0",0.127183721983332,"3","2","2","1"
"1816","1","2",2.67993293321922,"0",0.0362674718347832,"2","2","3","1"
"1817","1","1",-0.567533059487881,"2",0.160783205733883,"3","2","2","1"
"1818","1","1",-0.567533059487881,"2",-0.825460464355814,"2","2","2","1"
"1819","1","1",-0.567533059487881,"3",-0.345185490745,"2","3","2","1"
"1820","1","2",0.746917461369754,"0",0.531365747100251,"3","3","3","1"
"1821","1","1",-0.567533059487881,"1",-1.12686759800046,"2","2","2","1"
"1822","1","2",2.44797107659728,"1",1.61643142822098,"3","3","2","1"
"1823","1","1",-0.567533059487881,"2",-0.710826931559817,"2","2","2","1"
"1824","1","2",1.21084117461363,"2",1.08773366920496,"3","3","3","1"
"1825","1","2",1.44280303123556,"1",0.457249238826977,"3","3","3","1"
"1826","1","1",-0.567533059487881,"3",0.442425937172324,"3","2","3","1"
"1827","1","1",-0.567533059487881,"3",-0.137659267579833,"2","2","2","1"
"1828","1","1",-0.567533059487881,"2",-0.112953764822075,"2","3","2","1"
"1829","1","1",-0.567533059487881,"2",-0.638686863507163,"2","2","3","1"
"1830","1","2",1.36548241236158,"1",0.394991371877428,"3","2","2","1"
"1831","1","1",-0.567533059487881,"1",1.19347322100816,"3","2","2","1"
"1832","1","2",2.67993293321922,"7",0.413767553973323,"3","3","3","1"
"1833","1","1",-0.567533059487881,"1",0.203276670477227,"3","2","2","1"
"1834","1","1",-0.567533059487881,"2",0.965194375526481,"3","3","3","1"
"1835","1","2",1.6747648878575,"0",0.706280706625179,"3","3","2","1"
"1836","1","2",2.29332983884932,"4",-0.0823189414024551,"2","2","2","1"
"1837","1","2",0.746917461369754,"0",0.276404958640189,"3","3","2","1"
"1838","2","1",-0.567533059487881,"1",-1.43025117186573,"2","2","2","2"
"1839","1","2",1.44280303123556,"1",0.175606507388538,"3","2","2","1"
"1840","1","1",-0.567533059487881,"1",0.0935842382327808,"3","2","2","1"
"1841","1","2",1.13352055573965,"2",-0.00820243312918134,"2","2","2","1"
"1842","1","2",1.05619993686567,"2",-0.859059948106365,"2","2","2","1"
"1843","1","1",-0.567533059487881,"0",1.71327699903139,"3","3","3","2"
"1844","1","1",-0.567533059487881,"2",-0.0971422430571105,"2","3","3","1"
"1845","1","2",1.59744426898352,"4",-0.31356244721507,"2","2","3","2"
"1846","2","1",-0.567533059487881,"2",0.738891970265417,"3","3","3","2"
"1847","1","2",1.89301146085712,"1",-0.396572936481137,"2","2","2","1"
"1848","1","2",2.44797107659728,"2",-0.787908100164021,"2","2","2","1"
"1849","2","1",-0.567533059487881,"2",-0.943058657482741,"2","2","2","1"
"1850","1","1",-0.567533059487881,"2",1.61643142822098,"3","3","3","2"
"1851","1","2",1.44280303123556,"1",0.162759645954503,"3","3","2","2"
"1852","1","1",-0.567533059487881,"5",-0.567535015564821,"2","2","2","2"
"1853","1","2",1.36548241236158,"1",-0.59619339876382,"2","2","2","1"
"1854","1","1",-0.567533059487881,"0",0.286287159743294,"3","3","3","1"
"1855","1","1",-0.567533059487881,"1",0.235887934117468,"3","3","2","1"
"1856","1","1",-0.567533059487881,"2",-2.1556047328335,"1","1","2","1"
"1857","1","1",-0.567533059487881,"1",0.418708654524876,"3","3","3","1"
"1858","1","1",-0.567533059487881,"1",1.68857149627363,"3","3","3","2"
"1859","1","1",-0.567533059487881,"0",1.26857794939175,"3","3","3","1"
"1860","1","1",-0.567533059487881,"0",0.395979591987739,"3","3","3","1"
"1861","1","1",-0.567533059487881,"0",1.06006350611627,"3","3","3","1"
"1862","2","2",0.669596842495775,"0",-1.03891600818284,"2","2","2","2"
"1863","2","1",-0.567533059487881,"0",1.5225505177415,"3","3","3","2"
"1864","2","1",-0.567533059487881,"1",-0.0151199739013536,"2","2","2","1"
"1865","1","1",-0.567533059487881,"0",0.80510271765621,"3","3","3","1"
"1866","1","1",-0.567533059487881,"7",-0.924282475386845,"2","2","2","2"
"1867","1","1",-0.567533059487881,"2",-1.1881372448397,"2","2","2","2"
"1868","2","2",1.36548241236158,"0",-0.137659267579833,"2","2","2","1"
"1869","1","1",-0.567533059487881,"3",0.578800312395147,"3","3","3","1"
"1870","1","1",-0.567533059487881,"1",2.02654277399976,"4","4","3","2"
"1871","1","1",-0.567533059487881,"0",0.479978301364115,"3","3","2","1"
"1872","1","1",-0.567533059487881,"0",0.303086901618569,"3","3","3","1"
"1873","2","1",-0.567533059487881,"2",-0.808660722480539,"2","2","3","1"
"1874","1","2",1.36548241236158,"1",0.481954741584735,"3","2","2","1"
"1875","1","1",-0.567533059487881,"2",-0.243398819383037,"2","2","2","1"
"1876","1","1",-0.567533059487881,"1",-0.382737854936792,"2","2","3","1"
"1877","1","1",-0.567533059487881,"1",-0.207822895411866,"2","3","2","1"
"1878","2","1",-0.567533059487881,"1",0.527412866659011,"3","3","2","1"
"1879","1","1",-0.567533059487881,"1",2.24889229881958,"4","3","3","2"
"1880","1","1",-0.567533059487881,"2",-0.914400274283742,"2","2","2","1"
"1881","1","1",-0.567533059487881,"4",-0.369890993502758,"2","2","2","2"
"1882","1","1",-0.567533059487881,"0",1.93957940429245,"3","3","3","2"
"1883","2","2",1.98404736335341,"2",0.61635267658694,"3","3","3","1"
"1884","1","2",1.59744426898352,"1",-0.676239227698956,"2","2","2","1"
"1885","2","2",0.360314366999861,"2",-0.729603113655713,"2","2","2","1"
"1886","1","1",-0.567533059487881,"1",1.11540383229365,"3","3","3","1"
"1887","1","1",-0.567533059487881,"3",-1.42531007131418,"2","2","2","1"
"1888","2","2",1.59744426898352,"0",-1.21976028836963,"2","2","2","2"
"1889","1","1",-0.567533059487881,"2",0.403885352870221,"3","2","3","1"
"1890","1","1",-0.567533059487881,"1",-1.08733879358805,"2","2","2","2"
"1891","1","1",-0.567533059487881,"4",0.491836942687839,"3","2","3","1"
"1892","1","1",-0.567533059487881,"3",0.359415447906257,"3","3","3","1"
"1893","2","1",-0.567533059487881,"0",0.356450787575326,"3","2","2","2"
"1894","1","1",-0.567533059487881,"2",1.90696814065221,"3","3","3","2"
"1895","1","1",-0.567533059487881,"3",-1.10710319579425,"2","2","2","1"
"1896","1","2",1.05619993686567,"0",0.0303381511729204,"2","2","2","1"
"1897","1","1",-0.567533059487881,"1",0.0906195779018504,"3","3","2","1"
"1898","1","2",1.6747648878575,"1",1.07192214744,"3","3","3","1"
"1899","1","1",-0.567533059487881,"2",1.53935025961678,"3","3","3","2"
"1900","1","2",2.52529169547126,"1",-1.15750242142008,"2","2","2","1"
"1901","1","1",-0.567533059487881,"1",0.952347514092447,"3","3","3","1"
"1902","1","1",-0.567533059487881,"1",0.501719143790942,"3","3","2","1"
"1903","1","1",-0.567533059487881,"1",0.580776752615767,"3","3","3","1"
"1904","2","2",2.3706504577233,"1",0.148924564410159,"3","2","2","2"
"1905","1","2",1.98404736335341,"4",-0.370879213613067,"2","2","2","2"
"1906","1","1",-0.567533059487881,"2",-0.109989104491144,"2","2","2","1"
"1907","1","2",2.44797107659728,"1",-1.54686114488235,"2","1","2","1"
"1908","1","2",1.59744426898352,"2",0.517530665555908,"3","3","2","1"
"1909","1","2",-0.567533059487881,"2",-1.52709674267614,"2","2","2","1"
"1910","1","2",2.21600921997535,"0",1.12330959317613,"3","3","3","1"
"1911","1","1",-0.567533059487881,"0",-1.46879175616783,"2","2","2","1"
"1912","1","1",-0.567533059487881,"4",0.314945542942292,"3","3","3","1"
"1913","1","1",-0.567533059487881,"8",-0.669321686926783,"2","2","2","2"
"1914","1","1",-0.567533059487881,"2",-0.50231248828434,"2","2","2","1"
"1915","1","2",1.36548241236158,"3",-1.31957051951097,"2","2","2","1"
"1916","1","1",-0.567533059487881,"1",0.861431263943899,"3","3","3","1"
"1917","1","1",-0.567533059487881,"1",-0.424243099569825,"2","2","2","1"
"1918","1","1",-0.567533059487881,"2",-0.197940694308762,"2","3","3","1"
"1919","1","1",-0.567533059487881,"1",0.168688966616365,"3","3","2","1"
"1920","1","1",-0.567533059487881,"6",-1.59824859061848,"2","2","2","2"
"1921","1","1",-0.567533059487881,"1",0.525436426438389,"3","3","3","1"
"1922","1","1",-0.567533059487881,"3",-1.61109545205252,"2","2","2","1"
"1923","1","1",-0.567533059487881,"4",0.596588274380733,"3","2","2","1"
"1924","1","1",-0.567533059487881,"1",1.20730830255251,"3","3","3","1"
"1925","1","1",-0.567533059487881,"1",0.383132730553704,"3","3","3","1"
"1926","1","1",-0.567533059487881,"2",0.337674605479429,"3","3","2","1"
"1927","1","1",-0.567533059487881,"2",-0.441042841445101,"2","2","2","1"
"1928","1","1",-0.567533059487881,"3",-0.885741891084743,"2","2","2","1"
"1929","1","1",-0.567533059487881,"1",-0.911435613952811,"2","2","2","1"
"1930","1","1",-0.567533059487881,"0",-0.124812406145799,"2","3","2","1"
"1931","1","1",-0.567533059487881,"1",-0.43906640122448,"2","2","3","1"
"1932","2","1",-0.567533059487881,"1",0.6509403804478,"3","2","3","1"
"1933","1","1",-0.567533059487881,"1",0.263558097206156,"3","3","3","1"
"1934","1","1",-0.567533059487881,"1",1.92969720318935,"3","3","3","2"
"1935","1","1",-0.567533059487881,"0",2.51274706827244,"4","3","3","2"
"1936","2","2",2.67993293321922,"3",-0.840283766010469,"2","2","2","2"
"1937","1","1",-0.567533059487881,"2",-2.07160602345712,"1","2","2","1"
"1938","1","2",1.98404736335341,"1",-0.139635707800453,"2","2","2","1"
"1939","1","2",1.75208550673147,"1",-0.825460464355813,"2","2","3","1"
"1940","1","1",-0.567533059487881,"2",-0.774073018619678,"2","2","2","2"
"1941","1","1",-0.567533059487881,"1",-0.276998303133588,"2","2","3","1"
"1942","1","1",-0.567533059487881,"1",0.0125501891873347,"2","3","2","1"
"1943","1","1",-0.567533059487881,"2",0.380168070222773,"3","3","3","1"
"1944","1","1",-0.567533059487881,"0",-0.199917134529383,"2","2","2","1"
"1945","1","2",1.75208550673147,"1",-0.0833071615127653,"2","3","3","1"
"1946","1","1",-0.567533059487881,"1",0.857478383502656,"3","3","3","1"
"1947","1","1",-0.567533059487881,"1",-0.0595898788653181,"2","2","3","1"
"1948","1","1",-0.567533059487881,"0",0.263558097206156,"3","3","3","1"
"1949","1","1",-0.567533059487881,"1",-0.0269786152250771,"2","3","2","1"
"1950","1","1",-0.567533059487881,"0",0.0916077980121612,"3","3","3","1"
"1951","1","1",-0.567533059487881,"4",-1.18616080461908,"2","2","2","2"
"1952","2","2",1.44280303123556,"1",-1.28300637542949,"2","2","2","1"
"1953","1","1",-0.567533059487881,"1",-0.0506958978725257,"2","2","2","1"
"1954","1","1",-0.567533059487881,"0",0.802138057325279,"3","3","2","1"
"1955","1","1",-0.567533059487881,"0",1.63125472987563,"3","3","3","2"
"1956","1","1",-0.567533059487881,"0",0.416732214304256,"3","3","3","1"
"1957","1","2",1.75208550673147,"3",0.24675835533088,"3","2","3","1"
"1958","1","1",-0.567533059487881,"1",0.376215189781532,"3","2","3","1"
"1959","1","1",-0.567533059487881,"3",-1.65358891679586,"2","2","2","1"
"1960","1","2",1.82940612560545,"2",0.824867119862415,"3","3","3","1"
"1961","1","1",-0.567533059487881,"0",-1.86704446062289,"2","1","2","1"
"1962","1","1",-0.567533059487881,"3",-0.797790301267126,"2","2","2","1"
"1963","1","1",-0.567533059487881,"3",-0.635722203176232,"2","3","2","1"
